id,name,department,current_shift
3251,Chad Fleming,HR,night
3252,Cheyenne Huynh,Sales,night
3253,Jill Olsen,HR,night
3254,Miranda Gutierrez,HR,night
3255,Bryce Dean,Support,morning
3256,Lauren Hanson,Support,morning
3257,Renee Rhodes,Finance,morning
3258,Gina Baker,Sales,evening
3259,Shawn Brown,Finance,evening
3260,Adam Reid,IT,night
3261,Tammy Adams,IT,evening
3262,Jeffrey Rivera,HR,evening
3263,Anna Lopez,Support,night
3264,William Li,Support,evening
3265,Gail Colon,IT,morning
3266,Christine Howell,Finance,morning
3267,Eileen Mckinney,IT,evening
3268,Emily Reyes,HR,night
3269,Matthew Taylor,IT,morning
3270,Phillip Robertson,Support,night
3271,Melissa Morris,Sales,night
3272,Andrew Ellis,Sales,night
3273,Michael Shannon,IT,evening
3274,John Daniels,Sales,night
3275,Dawn Mason,Finance,evening
3276,Michael Montoya,Finance,morning
3277,Christopher Campbell,Support,night
3278,Sarah Briggs,HR,night
3279,Michael Wade,Finance,morning
3280,Jessica Salazar,HR,morning
3281,Jerry Clark,Sales,night
3282,Mark Nelson,HR,evening
3283,Ruben Graham,Finance,evening
3284,Jerome Sanchez,Sales,morning
3285,Stephen Walker,Support,night
3286,James Robertson,IT,morning
3287,Alicia Martinez,IT,morning
3288,Erika Dunn,Sales,morning
3289,Darryl Frye,Support,night
3290,Eric Williams,Sales,evening
3291,Norman Rhodes,IT,night
3292,Nathaniel Adams,Finance,night
3293,Caitlin Downs,HR,morning
3294,James Black,Finance,evening
3295,Nicholas Johnson,HR,night
3296,Karen Jones,Support,night
3297,Clayton Lopez,IT,evening
3298,Julia Morrison,Finance,night
3299,Matthew Smith,Finance,morning
3300,April Rios,HR,evening
3301,Jennifer Dunlap,HR,night
3302,Lawrence May,HR,evening
3303,Carla Page,Support,morning
3304,Robin Roy,IT,evening
3305,Julie York,HR,evening
3306,Elizabeth Savage,HR,morning
3307,Betty Wise,HR,morning
3308,Frances Coleman,HR,night
3309,Joshua Williams,IT,evening
3310,Andrew Murphy,Support,evening
3311,Jessica Thomas,HR,night
3312,Michelle James,Support,morning
3313,Sarah Lang,Sales,morning
3314,Joyce Ramirez,Finance,night
3315,Debbie Lozano,Support,evening
3316,Joel Davis,Finance,morning
3317,Tyler Meadows,HR,morning
3318,Terry Johnson,IT,evening
3319,James Hawkins,Support,night
3320,Martha Hernandez,Finance,night
3321,Erin Schmidt,Support,evening
3322,Kirsten Combs,Sales,evening
3323,Michael Thomas,IT,evening
3324,Lisa Bowers,Finance,evening
3325,Carrie Ruiz,HR,morning
3326,Jacqueline Carter,Sales,morning
3327,Debra Hood,Support,evening
3328,Cheryl Smith,HR,evening
3329,Janet Johnson,Finance,evening
3330,Tonya Wright,HR,evening
3331,Joseph Morris,HR,night
3332,William Fowler,HR,evening
3333,Patricia Mills,HR,night
3334,Clinton Holmes,Support,night
3335,Pamela Turner,Support,evening
3336,Lisa Williams,Sales,evening
3337,Jim Stephens,Finance,night
3338,Jocelyn Chavez,IT,evening
3339,Nancy Stevens,Support,morning
3340,Erin Gonzalez,HR,evening
3341,Scott Woodward,HR,night
3342,Cody Young,HR,morning
3343,Martin Clements,Finance,morning
3344,William Young,Support,evening
3345,Breanna Anderson,IT,night
3346,Michelle Gillespie,Support,evening
3347,Brett Conrad,IT,evening
3348,Dawn Hill,Finance,evening
3349,Carolyn Robinson,Sales,night
3350,Darren Gray,Support,morning
3351,David Smith,IT,morning
3352,William Marshall,IT,morning
3353,Martin Medina,IT,night
3354,Andrea Williams,HR,evening
3355,Jonathan Montes,Support,morning
3356,Ashley Ho,Sales,evening
3357,Sarah Thomas,IT,morning
3358,Lori Lowe,Support,evening
3359,Amanda Rice,HR,morning
3360,Samuel Smith,Finance,morning
3361,Deborah Dominguez,HR,morning
3362,Chelsea Lindsey,IT,morning
3363,Kimberly Young,Support,morning
3364,Jennifer Mckee,Sales,evening
3365,David Crawford,Support,night
3366,Christopher Ramos,Finance,morning
3367,Ronald Cunningham,HR,evening
3368,David Schultz,HR,night
3369,Robert Griffin,HR,morning
3370,Antonio Jordan,Sales,evening
3371,Jimmy Waters,Finance,evening
3372,Michael Turner,Sales,evening
3373,Dana Maxwell,IT,morning
3374,Rebecca Kent,Sales,night
3375,Mr. Gregory Smith,HR,evening
3376,Brittney Neal,Finance,morning
3377,Cheryl Taylor,IT,morning
3378,Earl Mcguire,IT,morning
3379,Steve Lynch,Finance,evening
3380,Daniel Kane,IT,evening
3381,Susan Horne,IT,night
3382,Stephen Austin,Finance,night
3383,Taylor Wright,Support,evening
3384,Edward Smith,Support,evening
3385,William Norman,Sales,night
3386,Jared Ramirez,HR,morning
3387,Tonya Rodriguez,HR,evening
3388,Monica Robbins,Support,morning
3389,Sarah Parks,Sales,evening
3390,Jacob Harrell,Finance,evening
3391,Lance Hill,Finance,evening
3392,Mary Bradford,Finance,morning
3393,Theresa Good,Sales,night
3394,Frances Ruiz,HR,evening
3395,James King DDS,Finance,evening
3396,Patricia Bowers,Support,morning
3397,Joseph Young,Sales,morning
3398,David Brady,IT,morning
3399,Amanda Rivera,HR,evening
3400,Brandon Owens,Sales,evening
3401,Daniel Rivera,Support,night
3402,Deborah Rivera,IT,night
3403,Jeanne Diaz,Finance,morning
3404,Ronald Green,Finance,night
3405,Daniel Duncan,Sales,morning
3406,Vanessa Pratt,Finance,evening
3407,Jason Gonzalez,Sales,morning
3408,Dawn Smith,Support,night
3409,Rebecca Thomas,Sales,night
3410,Michael Griffin,Support,morning
3411,Austin Macias,Support,morning
3412,Bryan Thompson,Finance,night
3413,Donald Murray,IT,night
3414,Tracy Hicks,IT,evening
3415,Erika Welch,Sales,night
3416,Barbara Villanueva,Support,evening
3417,Daniel Gardner,HR,evening
3418,James Munoz,Sales,morning
3419,Sydney Baker,Support,night
3420,Samantha Shepherd,HR,night
3421,Rebecca Ruiz,Support,evening
3422,Nicole Irwin,IT,evening
3423,Ryan Rangel,Sales,evening
3424,Sandra Gutierrez,Sales,morning
3425,Meagan Mitchell,IT,night
3426,Lisa Waller,Support,morning
3427,Mr. Craig Tapia Jr.,IT,morning
3428,Timothy Jones,Sales,night
3429,Heather Meyer,IT,morning
3430,Adam Perez,IT,morning
3431,Marc Bond,IT,morning
3432,Keith Adams,Support,morning
3433,Jill Johnston,IT,morning
3434,Jessica Schroeder,Support,night
3435,Dustin Campbell,IT,night
3436,Carlos Sims,Sales,night
3437,Madeline Clarke,HR,morning
3438,Erika Hines,HR,morning
3439,Lori Meyer,Support,night
3440,Joshua Patrick,IT,morning
3441,Rebecca Tran,Support,morning
3442,Alexander Fowler,HR,morning
3443,Dustin Rowe,Sales,evening
3444,Michael Fernandez,HR,morning
3445,Robert Caldwell,Finance,night
3446,Kimberly Dunn,IT,evening
3447,John Atkinson,Finance,evening
3448,Joshua Pierce,Support,evening
3449,Jennifer Thompson,Support,evening
3450,Kyle Gardner,Sales,night
3451,Laura Williams,HR,night
3452,Joshua Young,IT,evening
3453,Jessica Le,IT,night
3454,Robert Cole,IT,night
3455,Gary Wilson,Sales,night
3456,Greg Soto,IT,morning
3457,Ryan Hill,HR,morning
3458,Katherine Alexander,Finance,morning
3459,Brian Walton,IT,evening
3460,Cory Horton,Finance,morning
3461,Linda Harris,IT,night
3462,Sandra Lopez,Support,evening
3463,Anna Moore,Sales,morning
3464,Jennifer Dyer,Sales,evening
3465,Kelly Zuniga,Finance,morning
3466,John Riley,Support,morning
3467,Clifford Miles,IT,evening
3468,Mary Cook,Support,night
3469,Lindsey Howard,IT,evening
3470,Philip Brown,Support,morning
3471,Amanda Morrison,Finance,night
3472,James White DDS,Support,morning
3473,John Blanchard,Support,evening
3474,Kenneth Meadows,HR,night
3475,Brandon Smith,Finance,evening
3476,Kathryn Anderson,Sales,morning
3477,Samantha Villegas,HR,night
3478,Jacqueline Anderson,Sales,night
3479,Mark Baker,HR,morning
3480,Tommy Sherman,HR,morning
3481,Brent James,HR,morning
3482,Amanda Romero,Sales,night
3483,Jonathan Johnson,Sales,morning
3484,Nancy Hale,Sales,night
3485,Wayne Jones,HR,night
3486,Michael Crosby,Support,evening
3487,Connie Adams,Sales,morning
3488,Alec Flowers,Support,night
3489,Angela Barker,Sales,morning
3490,Jodi Johnson,Finance,morning
3491,Jill Wade,Finance,evening
3492,Mr. Justin Huang,Support,night
3493,Rose Hatfield,IT,evening
3494,William Thomas,HR,evening
3495,Jenna Rogers,HR,evening
3496,Victoria Franklin,Sales,morning
3497,Traci Jordan,Support,night
3498,Charles Lloyd,IT,morning
3499,Cynthia Merritt,Sales,evening
3500,Kayla Jordan,IT,morning
3501,Vanessa Anderson,Support,evening
3502,Lindsay Stafford,Sales,night
3503,Jennifer Chavez,IT,night
3504,Michael Martinez,Finance,evening
3505,Mrs. Sarah Adams,HR,evening
3506,Jesse Kim MD,Finance,night
3507,Amanda Garcia,IT,evening
3508,Dakota Peterson,Finance,night
3509,Jeremiah Vasquez,Support,evening
3510,Donna Rosales,Support,evening
3511,Erica Curry,Support,evening
3512,Cynthia Garcia,Sales,evening
3513,Robert Horton,HR,night
3514,Noah Austin,IT,morning
3515,Darren Jones,IT,morning
3516,Teresa Peterson,HR,night
3517,Patricia Ramirez,IT,evening
3518,Ralph Nelson,Support,night
3519,Cassandra Wiggins,HR,evening
3520,Ariel Pierce,Support,evening
3521,Alexis Coleman,Support,night
3522,Robert Glass,Sales,evening
3523,Devin Stevenson,HR,morning
3524,Lance Clark,HR,morning
3525,Joseph Hall,Support,morning
3526,Dr. Angela Chavez,HR,morning
3527,Sara Armstrong,HR,morning
3528,Luke Mann,Support,morning
3529,Deanna Henry,Support,evening
3530,Elizabeth Scott,HR,morning
3531,Mrs. Renee Schaefer MD,IT,morning
3532,Maria Osborn,Support,morning
3533,Taylor Gonzales,IT,morning
3534,Kevin Owens,Sales,night
3535,Erica Roberts,IT,night
3536,Jack Duncan,Support,morning
3537,Dawn Harrell,Support,evening
3538,Sarah Wilson,Finance,night
3539,Emily Foster,Sales,morning
3540,Laurie Jarvis,Support,morning
3541,Matthew Morris,Support,evening
3542,Carlos Hill,IT,night
3543,James Rowe,Sales,evening
3544,Renee Christian,Support,night
3545,Amy Vazquez,IT,night
3546,Angela Brock,HR,night
3547,Ashley Huang,Support,night
3548,Brandon Berger,IT,morning
3549,Jamie Pierce,Finance,night
3550,Matthew Perkins,IT,morning
3551,Breanna Hughes,Support,morning
3552,Robin Perry,Sales,night
3553,Ryan Martin II,Finance,night
3554,Lauren Holt MD,Finance,night
3555,Shelby Williams,IT,evening
3556,Richard Jenkins,IT,night
3557,Alan Ortiz,Support,evening
3558,Megan Turner,Finance,night
3559,Joy Page,Sales,night
3560,Diane Hodge,IT,night
3561,Cynthia Torres,Support,morning
3562,Cindy Weaver,Support,morning
3563,Kelly Blake,HR,morning
3564,Michele Williams,IT,evening
3565,Tara Byrd,Finance,night
3566,Mr. Thomas Welch PhD,Sales,morning
3567,Margaret Snyder,IT,evening
3568,Philip Spencer,Finance,night
3569,Christine Huerta,HR,morning
3570,David Leach DVM,Sales,evening
3571,Wayne Foster,Support,evening
3572,Joanna Reed,Support,evening
3573,Vincent Holmes,Finance,morning
3574,James Hess,Sales,night
3575,Timothy Hubbard,IT,morning
3576,Jeremy Montgomery,HR,night
3577,Roy Pierce,IT,morning
3578,Jeremy Jackson,Support,night
3579,John Hunt,Sales,night
3580,Max Silva,Finance,night
3581,Timothy Gibson,Sales,night
3582,Cathy Griffin,IT,evening
3583,Kevin Edwards,IT,night
3584,Yolanda Martinez,Support,morning
3585,Danielle Houston,Finance,night
3586,Joe James,IT,morning
3587,John Baker,Finance,morning
3588,Denise Hall,IT,morning
3589,Robert Morris,HR,morning
3590,Lacey Lamb,Support,morning
3591,Andrea Kidd,Finance,night
3592,Melody Barnes,Sales,morning
3593,Timothy Robinson,IT,evening
3594,Jennifer Kerr,Sales,night
3595,Scott Turner,Finance,morning
3596,Victoria Hicks,Finance,evening
3597,Connor Cook,IT,night
3598,Lynn Lloyd,Support,evening
3599,Samantha Rich,HR,night
3600,James Long,Support,morning
3601,Steven Scott,IT,night
3602,David Evans,Sales,night
3603,Maurice Clark,HR,night
3604,Shane Hardy,Support,evening
3605,Susan Walker,IT,night
3606,Sabrina Duran,IT,evening
3607,Lisa Wright,Sales,morning
3608,Michael Logan,Support,night
3609,Robert Flores,IT,evening
3610,Kimberly White,IT,night
3611,Teresa Schmitt,HR,night
3612,Kristin Phillips,IT,morning
3613,Hannah Hamilton,Finance,evening
3614,William Edwards,Finance,night
3615,Daniel Mcdowell,Finance,morning
3616,Amanda Barrett,Support,morning
3617,Joel Campbell,IT,evening
3618,Laura Price,HR,evening
3619,Tyler Cox MD,Sales,night
3620,Jennifer Mathis,IT,morning
3621,Paul Lewis,Support,evening
3622,Ann Ochoa,HR,evening
3623,Jennifer Garrett,IT,night
3624,Heather Cordova,Finance,evening
3625,Valerie Kaiser,IT,night
3626,Ricardo Lewis,HR,evening
3627,Meredith Gilbert,HR,night
3628,Neil Hunt,HR,evening
3629,Mr. Jeffrey Ellis,Support,morning
3630,Brandon Fisher,Finance,morning
3631,Natalie Grimes,Finance,morning
3632,Heather Gillespie,HR,morning
3633,Abigail Cox,Finance,evening
3634,Patricia Hayes,HR,evening
3635,Gregory Stark,IT,night
3636,Kimberly Fox,HR,morning
3637,Mr. Timothy Weber,HR,evening
3638,Dawn Adams,IT,night
3639,Jessica Jenkins,Finance,morning
3640,Richard Martinez,Support,morning
3641,Cynthia Ball,Sales,morning
3642,Shawn Freeman,HR,night
3643,Robert Hoffman,Support,morning
3644,Jackie Patterson,IT,night
3645,Sydney Ruiz,HR,evening
3646,Joanna Montgomery,HR,morning
3647,Kelsey Price,Sales,evening
3648,Traci Pineda,IT,morning
3649,Phillip Melendez,Support,evening
3650,Raymond York,Support,morning
3651,James Dennis,HR,morning
3652,Paul Ellis,Finance,night
3653,Gregory Cherry,HR,morning
3654,Robert Wright MD,Finance,evening
3655,Nichole Herrera,Finance,morning
3656,Jason Mendoza,IT,morning
3657,Jennifer Vaughn,HR,night
3658,Joe Michael,Finance,morning
3659,Emily Wilson,HR,morning
3660,Robert Erickson,HR,morning
3661,Crystal Wyatt,Sales,morning
3662,Peggy Brown,IT,night
3663,David Hines,Support,morning
3664,Brian Gonzalez,IT,evening
3665,Jeff Russell,Finance,evening
3666,Timothy Rodriguez,IT,evening
3667,Kathleen Bowers,Sales,morning
3668,Peter Brown,Support,evening
3669,Angela Oliver,Finance,night
3670,Dennis Mccarty DDS,Finance,evening
3671,Patrick Dunn,IT,evening
3672,Ryan Lee,Finance,night
3673,Jordan Warren,Finance,morning
3674,Heather Foster,IT,evening
3675,Elizabeth Mcclure,IT,night
3676,Kristina Lewis,IT,evening
3677,Maria Anderson,HR,night
3678,Jenna Stuart,HR,evening
3679,William Kim,Finance,evening
3680,Jorge Garcia,HR,evening
3681,Tammy Stevens,HR,morning
3682,Patricia Williamson,Support,night
3683,William Clayton,IT,evening
3684,Alison Perez,Finance,morning
3685,Kristin Campbell,HR,night
3686,Cody Mcgee,IT,morning
3687,Brittany Sullivan,Support,evening
3688,Kylie Nelson,Support,evening
3689,Amy Weiss,Sales,morning
3690,Cindy Townsend,Finance,evening
3691,Amy Kline,Finance,morning
3692,Sarah Lawrence,IT,evening
3693,Steve Williams,IT,night
3694,Amy Sherman,HR,morning
3695,Barry Garcia,IT,night
3696,Matthew Hardy,IT,night
3697,Brandon Gates,Support,evening
3698,Melissa Fleming,Support,morning
3699,Jennifer Mayer,HR,evening
3700,Jonathan Kirby,IT,night
3701,Jack Fox,Finance,evening
3702,Anthony Townsend,HR,night
3703,Robert Jones,Sales,morning
3704,Sheryl Chapman,IT,morning
3705,Holly Evans,HR,night
3706,Joseph Bryant,HR,evening
3707,Samantha Swanson,Support,night
3708,Stephanie Mathis,IT,night
3709,Benjamin Morse,Finance,evening
3710,Keith Sherman,HR,morning
3711,Melanie Lawson,Sales,evening
3712,Brian Mcdaniel,Sales,morning
3713,Jeremiah Foster,Sales,evening
3714,Nicholas Hines,Support,evening
3715,Catherine Soto,IT,evening
3716,Angela Curry,Sales,morning
3717,Aaron West,Finance,morning
3718,Kelly Davis,Sales,morning
3719,Michelle Moore,Sales,evening
3720,Ian Lamb,Finance,evening
3721,Stacy Miller,Support,night
3722,Tyler Arroyo,Sales,morning
3723,Lisa Nguyen,HR,night
3724,Hannah Carrillo,HR,morning
3725,Danielle Murray,IT,morning
3726,Brenda Smith,IT,night
3727,Debbie King,IT,morning
3728,Hannah Trevino,IT,morning
3729,Brian Holt,Sales,morning
3730,Mrs. Jessica Sandoval,Sales,morning
3731,Stephanie Nicholson,Sales,night
3732,Robert Martinez,HR,night
3733,Samantha Wallace,Sales,evening
3734,Deanna Morton,HR,morning
3735,Regina May,Support,night
3736,Brendan Roberts,Finance,evening
3737,Carmen Waller,IT,morning
3738,Linda Miller,Finance,night
3739,Scott Douglas,Sales,night
3740,Darlene Cooper,Support,night
3741,Alexandra Moses,Support,morning
3742,Karen Hendricks,IT,night
3743,Carrie Simmons,IT,night
3744,Cody Ramirez,Finance,morning
3745,Kristen Bryan,Support,evening
3746,Shannon Williams,Finance,evening
3747,Mallory Matthews,IT,morning
3748,Yvonne Coleman,IT,evening
3749,Laura Smith,Sales,morning
3750,William Wright,Finance,night
3751,Nicholas Ibarra,IT,evening
3752,Brandon Carr,HR,morning
3753,John West,Sales,morning
3754,Katherine Bryant,Support,evening
3755,James Kane,HR,night
3756,Caitlin Gutierrez,IT,morning
3757,Desiree Ferguson MD,Finance,evening
3758,Natalie Moreno,Support,evening
3759,Katie Jones,Sales,night
3760,Sandra Aguilar,HR,night
3761,Lauren Watson,IT,morning
3762,Heather King,IT,night
3763,Craig Mathews,Support,evening
3764,Michael Fowler,Support,night
3765,Erin Fuller,Finance,morning
3766,William Evans,IT,night
3767,Richard Mcgee,HR,evening
3768,Sean Craig,IT,night
3769,Philip Higgins,HR,morning
3770,Michael Freeman,HR,evening
3771,James Mullins,Sales,night
3772,Michael Mitchell,HR,night
3773,Kimberly Moon,IT,night
3774,John Hernandez,IT,morning
3775,Kevin Fisher,Sales,morning
3776,Brittany Hart,IT,morning
3777,Kevin Johnston,IT,evening
3778,John Miller,Finance,morning
3779,Rachel Riley,Finance,morning
3780,Joshua Roberts,Sales,evening
3781,Jeremy Salas,Support,night
3782,Christopher Leblanc,HR,evening
3783,Mary Gray,Sales,evening
3784,Frederick Patel,Sales,evening
3785,Audrey Butler,HR,evening
3786,Jasmine Clark,Support,morning
3787,Alexis Hill,Sales,night
3788,Charles Nelson,Sales,evening
3789,Sara Gonzales,Finance,morning
3790,Benjamin Dunn,IT,night
3791,Michael Santana,Finance,morning
3792,Jeffery Case,Support,evening
3793,Valerie Morgan,Support,morning
3794,Mathew Phillips,IT,night
3795,Anthony Rodriguez,Sales,night
3796,Brian Sims,Support,morning
3797,Nicholas Brooks,Sales,evening
3798,Dwayne Rivas,IT,morning
3799,Teresa May,Finance,evening
3800,Ashlee Lowery,IT,night
3801,Charles Martin,IT,evening
3802,Ashley Kent,Finance,morning
3803,Theresa Bentley,HR,morning
3804,Trevor Griffin,HR,evening
3805,Michael Gould,Finance,evening
3806,Amy Wood,Sales,morning
3807,Michael Hall,IT,night
3808,Eric Harris,Support,night
3809,Krista Berg,Support,morning
3810,Samantha Sanders,Finance,evening
3811,Michelle Allen,Sales,night
3812,Nicholas Perry,Sales,morning
3813,Michelle Barnes,Sales,night
3814,Dawn Munoz,Support,evening
3815,Catherine Taylor,Sales,evening
3816,Vincent Castillo,IT,night
3817,George Young,HR,morning
3818,Justin Lane,Sales,night
3819,Curtis Jimenez,IT,morning
3820,Paul Martinez MD,IT,night
3821,Sheri Arroyo,HR,morning
3822,Morgan Herrera,HR,morning
3823,Michael Odonnell,Support,evening
3824,David Miller,Sales,morning
3825,Nancy Scott,Sales,night
3826,Daniel Torres,HR,morning
3827,Kelly Garza,IT,night
3828,Robert Andrade,Finance,morning
3829,Brandon Keller,IT,night
3830,Carol Hernandez,Finance,morning
3831,Heidi Lester,Support,morning
3832,Jeffrey Jenkins,IT,morning
3833,Elizabeth Alvarez,Sales,morning
3834,Amanda Fernandez,Sales,night
3835,April Sims,HR,night
3836,Michael Blevins,Finance,morning
3837,Richard Norton,Finance,night
3838,Richard Montgomery,Support,evening
3839,Gina Stout,IT,morning
3840,Garrett Holmes,IT,evening
3841,Vernon Sharp,IT,night
3842,Dr. Joshua Schultz,Support,morning
3843,Martha Green,HR,morning
3844,Jeremy Padilla,Finance,evening
3845,Emily Spencer,Support,night
3846,Ashley Hernandez,IT,evening
3847,Andrea Barker,HR,morning
3848,Grace Wilson,IT,morning
3849,Andrew Stewart,IT,evening
3850,Becky Washington,Sales,night
3851,Jason Lucas,Sales,night
3852,George Alvarez,IT,morning
3853,Billy Gray,HR,evening
3854,Joseph Alvarez,HR,evening
3855,Sarah Yang,Sales,morning
3856,Robin George,Support,morning
3857,Kathleen Martin,HR,evening
3858,Jessica Blair,IT,morning
3859,Debbie White,Finance,morning
3860,Melissa Cook,IT,morning
3861,James Fischer,Finance,morning
3862,Mr. Drew Delacruz PhD,HR,morning
3863,Katrina Parker,IT,night
3864,Andrea Turner,Support,night
3865,Taylor Torres,Sales,night
3866,Jacob Davis,IT,morning
3867,Amanda Valdez,Finance,evening
3868,Justin Wilson,Sales,evening
3869,James Jackson,Support,evening
3870,Sydney Murphy,HR,evening
3871,Whitney Rodgers,HR,night
3872,Tammy Diaz,IT,evening
3873,Mark Larson,Finance,morning
3874,Julia Murray,Sales,morning
3875,Diana Brown,IT,morning
3876,Samuel Lee,HR,morning
3877,Douglas Carter,HR,evening
3878,Ryan Johnson,Support,night
3879,Ashley Anderson,HR,night
3880,James Zhang,Finance,night
3881,Jesse Miller,Support,morning
3882,Elizabeth Holloway,Finance,night
3883,William Johnson,IT,evening
3884,Nicole Hernandez,IT,night
3885,Gwendolyn Griffin,Support,evening
3886,Sheila Collins,Sales,night
3887,Cindy Gonzalez,IT,evening
3888,Aaron Dominguez,IT,evening
3889,Kevin Arias,Support,morning
3890,Eric Burke,HR,morning
3891,Michelle Cobb,HR,evening
3892,Debra Hall,Sales,morning
3893,Melissa Hayes,Sales,morning
3894,Jamie Zimmerman,IT,morning
3895,Amber Leonard,Support,evening
3896,Mary Best,Support,night
3897,Johnny Young,Support,morning
3898,Calvin Mooney,Support,evening
3899,Mallory Brown,HR,evening
3900,Miss Sharon Wong,Finance,morning
3901,Jasmine Perry,IT,morning
3902,Amy Smith,Support,evening
3903,Jessica Rodriguez,Sales,night
3904,Miguel Orozco,HR,morning
3905,Andrew Gross,IT,evening
3906,Christopher Lewis,Finance,evening
3907,Mary Callahan,Sales,morning
3908,Rhonda Chung,HR,evening
3909,Matthew Costa,Support,evening
3910,Brenda Wilson,IT,night
3911,Heather Nguyen,Finance,evening
3912,Jason Weiss,Finance,morning
3913,Joanne Meyer,IT,night
3914,Jodi Powell,Sales,evening
3915,Sean Wallace,IT,evening
3916,Mary Bryant,Support,morning
3917,Lisa Gibson,HR,evening
3918,Ernest Calderon,IT,morning
3919,Christopher Caldwell,IT,night
3920,George Brown,IT,morning
3921,Derek Davis,Sales,morning
3922,Samuel Santana,HR,morning
3923,Anthony Bryant,IT,evening
3924,John Sullivan,Finance,evening
3925,Alejandro White,IT,evening
3926,Kimberly Hall,Sales,night
3927,Shelby Peters,Support,morning
3928,Gregory Doyle,Support,morning
3929,Aaron Young,Sales,morning
3930,Michael Moore,IT,night
3931,Brandon Brown,Support,night
3932,Jason Mcdonald,Support,evening
3933,Miranda Skinner DDS,HR,evening
3934,Kimberly Smith,Support,evening
3935,Tiffany Sanchez MD,Sales,night
3936,Angela Moore,Sales,evening
3937,John Bennett,Sales,evening
3938,Andrea Palmer,Sales,night
3939,Larry Ruiz,Finance,evening
3940,Tonya Manning,HR,night
3941,Anthony Dyer,HR,evening
3942,Jennifer Carroll,Finance,night
3943,Spencer Brown,Sales,evening
3944,Margaret Gilbert,Support,night
3945,Joseph Cruz,IT,night
3946,Janet Patterson,Finance,morning
3947,Andrew Campbell,Sales,morning
3948,Teresa Ayala,IT,night
3949,Jared Dixon,Support,morning
3950,Amber Cox,Support,morning
3951,Ryan Johnson,Support,night
3952,Sarah Norris,Support,evening
3953,Laura Franco,Finance,evening
3954,Brian Fitzpatrick,Sales,morning
3955,Nicole Poole,Finance,morning
3956,William White,IT,night
3957,Jennifer Matthews,Sales,night
3958,Donna Williams,Sales,evening
3959,Steven Soto,Sales,morning
3960,Bryan Wang,HR,morning
3961,Tonya Allen,Sales,night
3962,Kevin Wheeler,HR,evening
3963,Jack Wilson,HR,evening
3964,Melissa Rivera,Sales,evening
3965,Erica Rhodes,IT,morning
3966,Duane Bates,Finance,morning
3967,Kelly Simmons,HR,night
3968,Richard King,Sales,evening
3969,Adam Harris,Support,evening
3970,Michael Harris,IT,evening
3971,Jennifer Walker,Finance,night
3972,Lisa Walters,Sales,evening
3973,Alexander Wade,Support,morning
3974,Jimmy Richardson,HR,morning
3975,Kara Reed,Finance,evening
3976,George Schultz,Sales,morning
3977,Michelle Owen,HR,evening
3978,Eugene Martin,Finance,evening
3979,Cesar Carter,HR,evening
3980,Kelly Powell,HR,morning
3981,Anthony Mitchell,Support,night
3982,Brooke Flores,Sales,evening
3983,Valerie Gray,Support,night
3984,Dr. Michael Jackson,HR,evening
3985,Matthew Baldwin,Sales,evening
3986,Susan Jacobs,HR,morning
3987,Glenda Flores,IT,morning
3988,Victor Johnson,IT,evening
3989,Kenneth Padilla,HR,morning
3990,Angela Hubbard,Finance,morning
3991,Rachel Bernard,Finance,morning
3992,Robert Hill,HR,morning
3993,Joseph Anderson,Sales,evening
3994,Shawn Baker DDS,IT,night
3995,Jonathan James,Sales,night
3996,Thomas Beasley,Support,night
3997,Michael Warren,Support,evening
3998,Scott Clark,HR,morning
3999,Kimberly Scott,HR,evening
4000,Austin Brown,HR,morning
4001,Steven Jordan,Support,morning
4002,Beth Gordon,HR,morning
4003,Timothy Adams,Finance,night
4004,Bryan Martin,Support,morning
4005,Patrick Allen,Finance,evening
4006,Katherine Thompson,IT,morning
4007,Jessica Dixon,IT,morning
4008,Brian Gay,Support,morning
4009,Kimberly Nelson,Support,morning
4010,Michael Carpenter,HR,morning
4011,Aaron Brewer,Sales,night
4012,Molly Kim,Finance,night
4013,Joshua Chavez,Finance,night
4014,James Taylor,IT,evening
4015,Judy Lozano,Sales,evening
4016,Erica Watkins,HR,evening
4017,James Myers,Finance,evening
4018,Joseph Malone,IT,morning
4019,Rachel Reed,Finance,morning
4020,Travis Ortiz,HR,evening
4021,Zachary Hurst,Sales,evening
4022,Travis Mckinney,Finance,morning
4023,Matthew Smith,Sales,night
4024,Lauren Williams,HR,night
4025,David Hart,IT,evening
4026,Joseph Shaw,HR,night
4027,Sarah Henderson,Finance,evening
4028,Daniel Jones,Support,evening
4029,Elizabeth Berg,HR,morning
4030,Cheryl Sherman,Finance,evening
4031,Katrina Gregory,Sales,evening
4032,Danny Moore,Finance,evening
4033,Christine Bernard,Finance,night
4034,David Freeman,Support,night
4035,Wendy Goodman,IT,morning
4036,Lisa Castaneda,HR,morning
4037,Alexis Young,Sales,night
4038,Noah Scott,Finance,morning
4039,Debbie Harris,HR,night
4040,Andrew Wiggins,Support,night
4041,Lisa Middleton,Finance,evening
4042,Amy Nguyen,Sales,morning
4043,Kristine Lopez,HR,evening
4044,Norman Reed,Support,night
4045,Jessica Blanchard,Sales,night
4046,Sarah Moore,HR,night
4047,Andrew Hall,Sales,morning
4048,Mr. Darrell Snyder DVM,Sales,night
4049,Lisa Bailey,IT,night
4050,Jesse Henderson,HR,evening
4051,Scott Christensen,HR,evening
